id,bank,office,lon,lat,phone_number,send_sms
1030.1635,"banca montepaschi di siena s.p.a.","milano ag. 36",9.194905383129788,45.45976237437775,"+39 85 77446688",false
1030.1636,"banca montepaschi di siena s.p.a.","milano ag. 31",9.127888434169686,45.4281553930578,"+39 85 77446688",false
1030.1637,"banca montepaschi di siena s.p.a.","milano ag. 38",9.24116642796979,45.489904041453926,"+39 85 77446688",false
1030.1638,"banca montepaschi di siena s.p.a.","milano ag. 40",9.078393611080854,45.4747873509541,"+39 85 77446688",false
1030.1639,"banca montepaschi di siena s.p.a.","milano ag. 52",9.265471624689434,45.410208915916456,"+39 85 77446688",false
1030.1640,"banca montepaschi di siena s.p.a.","milano ag. 53",9.086548145844297,45.43404705324418,"+39 85 77446688",false
1030.1641,"banca montepaschi di siena s.p.a.","milano ag. 54",9.22810846389983,45.52147226629871,"+39 85 77446688",false
1030.1642,"banca montepaschi di siena s.p.a.","milano ag. 42",9.06233752770841,45.47481742937936,"+39 85 77446688",false
1030.1643,"banca montepaschi di siena s.p.a.","milano ag. 71",9.209460367385374,45.52705153458795,"+39 85 77446688",false
1030.1645,"banca montepaschi di siena s.p.a.","milano ag. 55",9.073756699503633,45.51378937410939,"+39 85 77446688",false
1030.1646,"banca montepaschi di siena s.p.a.","milano ag. 56",9.129879717090239,45.50510433538919,"+39 85 77446688",false
1030.1648,"banca montepaschi di siena s.p.a.","milano ag. 22",9.238462369464763,45.46777929717819,"+39 85 77446688",false
1030.1650,"banca montepaschi di siena s.p.a.","milano ag. 57",9.106273906930486,45.39620193620964,"+39 85 77446688",false
1030.1651,"banca montepaschi di siena s.p.a.","milano ag. 58",9.091978887145542,45.50694350317378,"+39 85 77446688",false
1030.1652,"banca montepaschi di siena s.p.a.","milano ag. 39",9.21971358548808,45.391901194349316,"+39 85 77446688",false
1030.1653,"banca montepaschi di siena s.p.a.","milano ag. 59",9.234743741163712,45.49771045895715,"+39 85 77446688",false
1030.1654,"banca montepaschi di siena s.p.a.","milano ag. 60",9.193040470634829,45.479567934930685,"+39 85 77446688",false
1030.1655,"banca montepaschi di siena s.p.a.","milano ag. 64",9.120111694287614,45.425550712828425,"+39 85 77446688",false
1030.1656,"banca montepaschi di siena s.p.a.","milano ag. 37",9.17280735343447,45.40164548833326,"+39 85 77446688",false
1030.1657,"banca montepaschi di siena s.p.a.","milano ag. 50",9.147687221264714,45.47055177465127,"+39 85 77446688",false
1030.1658,"banca montepaschi di siena s.p.a.","milano ag. 51",9.056130927662611,45.424266036469966,"+39 85 77446688",false
1030.1659,"banca montepaschi di siena s.p.a.","milano ag. 61",9.185924528500031,45.496735365417734,"+39 85 77446688",false
1030.1660,"banca montepaschi di siena s.p.a.","milano ag. 69",9.181883309323387,45.52451769438767,"+39 85 77446688",false
1030.1661,"banca montepaschi di siena s.p.a.","milano ag. 62",9.220647805787657,45.51416145308845,"+39 85 77446688",false
1030.1662,"banca montepaschi di siena s.p.a.","milano ag. 63",9.26354639490511,45.49234645347559,"+39 85 77446688",false
1030.1663,"banca montepaschi di siena s.p.a.","milano ag. 65",9.146058489480682,45.3916168228958,"+39 85 77446688",false
1030.1664,"banca montepaschi di siena s.p.a.","milano ag. 66",9.21998850948002,45.410346800925545,"+39 85 77446688",false
1030.1665,"banca montepaschi di siena s.p.a.","milano agenzia 73",9.253965160551711,45.44509170911781,"+39 85 77446688",false
1030.1666,"banca montepaschi di siena s.p.a.","milano ag. 67",9.231903315413133,45.486305393942125,"+39 85 77446688",false
1030.1667,"banca montepaschi di siena s.p.a.","milano ag. 68",9.259745365293945,45.47638586762394,"+39 85 77446688",false
1030.1668,"banca montepaschi di siena s.p.a.","milano ag. 41",9.073584090501226,45.45808556520349,"+39 85 77446688",false
1030.1669,"banca montepaschi di siena s.p.a.","milano presso asl",9.226941623798965,45.48023101141293,"+39 85 77446688",false
1030.1670,"banca montepaschi di siena s.p.a.","milano ag. 74",9.263137142716474,45.46162356259154,"+39 85 77446688",false
1030.1679,"banca montepaschi di siena s.p.a.","milano brera private banking",9.061650989829593,45.498594913097534,"+39 85 77446688",false
1030.1786,"banca montepaschi di siena s.p.a.","milano ag. 43",9.178830784127674,45.40362423476182,"+39 85 77446688",false
1030.1787,"banca montepaschi di siena s.p.a.","milano ag. 44",9.19016397884241,45.39426610087383,"+39 85 77446688",false
1030.1788,"banca montepaschi di siena s.p.a.","milano ag. 45",9.174486397645556,45.40423110718197,"+39 85 77446688",false
1030.1790,"banca montepaschi di siena s.p.a.","milano ag. 46",9.257850596068385,45.48117431769471,"+39 85 77446688",false
1030.1791,"banca montepaschi di siena s.p.a.","milano ag. 47",9.259941526608246,45.46031794664326,"+39 85 77446688",false
1030.1794,"banca montepaschi di siena s.p.a.","milano ag. 48",9.19441266887114,45.498376206927404,"+39 85 77446688",false
1030.1796,"banca montepaschi di siena s.p.a.","milano ag. 70",9.181487329245817,45.47328571080846,"+39 85 77446688",false
1030.1797,"banca montepaschi di siena s.p.a.","milano ag. 49",9.115882714412866,45.39873215901146,"+39 85 77446688",false
2002.1601,"banca commerciale italiana","milano - agenzia di citta' n.1",9.11684415910941,45.45761181457682,"+39 303 82478973",false
2002.1602,"banca commerciale italiana","milano - agenzia di citta' n.2",9.13275028533306,45.39331270787456,"+39 303 82478973",false
2002.1603,"banca commerciale italiana","milano - agenzia di citta' n.3",9.143871002122244,45.44969187164519,"+39 303 82478973",false
2002.1604,"banca commerciale italiana","milano - agenzia di citta' n.4",9.143123466462164,45.46827569360716,"+39 303 82478973",false
2002.1605,"banca commerciale italiana","milano - agenzia di citta' n.5",9.232393527297955,45.461366633461964,"+39 303 82478973",false
2002.1606,"banca commerciale italiana","milano - agenzia di citta' n.6",9.14945935121562,45.391686876672516,"+39 303 82478973",false
2002.1607,"banca commerciale italiana","milano - agenzia di citta' n.7",9.250730141686914,45.52925638186999,"+39 303 82478973",false
2002.1608,"banca commerciale italiana","milano - agenzia di citta' n.8",9.209135426016697,45.478723506032516,"+39 303 82478973",false
2002.1609,"banca commerciale italiana","milano - agenzia di citta' n.9",9.058443111375848,45.43725624034166,"+39 303 82478973",false
2002.1610,"banca commerciale italiana","milano - agenzia di citta' n.10",9.178668795250182,45.53452285378778,"+39 303 82478973",false
2002.1613,"banca commerciale italiana","milano - agenzia di citta' n.13",9.231590699889196,45.431251335526014,"+39 303 82478973",false
2002.1614,"banca commerciale italiana","milano - agenzia di citta' n.14",9.239772596988045,45.46222710861036,"+39 303 82478973",false
2002.1616,"banca commerciale italiana","milano - agenzia di citta' n.16",9.262627469300412,45.51374821378404,"+39 303 82478973",false
2002.1618,"banca commerciale italiana","milano - agenzia di citta' n.18",9.085863270573869,45.44164900037127,"+39 303 82478973",false
2002.1619,"banca commerciale italiana","milano - agenzia di citta' n.19",9.077734976334478,45.41689414848062,"+39 303 82478973",false
2002.1620,"banca commerciale italiana","milano - agenzia di citta' n.20",9.211060885535339,45.44123337296241,"+39 303 82478973",false
2002.1621,"banca commerciale italiana","milano - agenzia di citta' n.21",9.17619417741138,45.40596734220091,"+39 303 82478973",false
2002.1622,"banca commerciale italiana","milano - agenzia di citta' n.22",9.199344444343343,45.43408621441493,"+39 303 82478973",false
2002.1624,"banca commerciale italiana","milano - ag. di citta' n.24",9.079202366052108,45.494541482361754,"+39 303 82478973",false
2002.1625,"banca commerciale italiana","milano - agenzia di citta' n.25",9.048164103958559,45.41977582011259,"+39 303 82478973",false
2002.1628,"banca commerciale italiana","milano - agenzia di citta' n.28",9.089368285241544,45.43766297224005,"+39 303 82478973",false
2002.1629,"banca commerciale italiana","milano - agenzia di citta' n.29",9.205745947332808,45.528733505247025,"+39 303 82478973",false
2002.1630,"banca commerciale italiana","milano - agenzia di citta' n.30",9.167303257965086,45.41475384346854,"+39 303 82478973",false
2002.1631,"banca commerciale italiana","milano - agenzia di citta' n.31",9.048317176312352,45.396594339619604,"+39 303 82478973",false
2002.1633,"banca commerciale italiana","milano certosa",9.172104490192229,45.53421402479079,"+39 303 82478973",false
2002.1635,"banca commerciale italiana","milano - agenzia di citta' n.35",9.180343311918012,45.44310617307649,"+39 303 82478973",false
2002.1636,"banca commerciale italiana","milano - agenzia di citta' n.36",9.161864027629301,45.435422303241225,"+39 303 82478973",false
2002.1637,"banca commerciale italiana","milano - agenzia di citta' n.37",9.196267685876322,45.40046143425717,"+39 303 82478973",false
2002.1638,"banca commerciale italiana","milano - agenzia di citta' n.38",9.203594694867876,45.5041554972455,"+39 303 82478973",false
2002.1640,"banca commerciale italiana","milano - agenzia di citta' n.40",9.201096670933735,45.477843029181564,"+39 303 82478973",false
2002.1642,"banca commerciale italiana","milano - agenzia di citta' n.15",9.086926156872705,45.42837589975201,"+39 303 82478973",false
2002.1644,"banca commerciale italiana","milano agenzia n. 60",9.193730913645824,45.423268452565054,"+39 303 82478973",false
2002.1645,"banca commerciale italiana","milano - agenzia di citta' n.26",9.270299965938952,45.48897885713783,"+39 303 82478973",false
2002.1647,"banca commerciale italiana","milano - agenzia di citta' n.34",9.235268262921009,45.521235582328025,"+39 303 82478973",false
2002.1648,"banca commerciale italiana","milano - agenzia di citta' n.44",9.26218705473407,45.52899643383619,"+39 303 82478973",false
2002.1649,"banca commerciale italiana","milano - agenzia di citta' n.45",9.100616321430694,45.5096569898813,"+39 303 82478973",false
2002.1650,"banca commerciale italiana","milano - agenzia di citta' n.47",9.18161503766475,45.48628079115732,"+39 303 82478973",false
2002.1651,"banca commerciale italiana","milano-agenzia c/o _la rinascente duomo_,_presso la la rinascente duomo - piazza d",9.072935768782433,45.434713464465524,"+39 303 82478973",false
2002.1653,"banca commerciale italiana","milano-ag. c/o comando militare linate",9.081850144480004,45.469961106806146,"+39 303 82478973",false
2002.1654,"banca commerciale italiana","milano - agenzia di citta' n. 43",9.232355531650787,45.5194868101736,"+39 303 82478973",false
2002.1655,"banca commerciale italiana","milano - agenzia di citta' n.48",9.091694995323028,45.454524933540036,"+39 303 82478973",false
2002.1661,"banca commerciale italiana","milano agenzia n. 53",9.27046055245797,45.42707722189155,"+39 303 82478973",false
2002.1662,"banca commerciale italiana","milano agenzia n. 52",9.27472627216793,45.50781101559954,"+39 303 82478973",false
2002.1663,"banca commerciale italiana","milano agenzia n. 55",9.241377179101445,45.435921872709976,"+39 303 82478973",false
2002.1665,"banca commerciale italiana","milano agenzia n. 62",9.150588709366893,45.4596704774894,"+39 303 82478973",false
2002.1785,"banca commerciale italiana","milano ag. presso s.i.a.e. soc.it.aut.ed",9.155827304805062,45.42401599975234,"+39 303 82478973",false
2002.1788,"banca commerciale italiana","milano ag. presso ansaldo componenti",9.270521048540447,45.400482394895185,"+39 303 82478973",false
2002.1795,"banca commerciale italiana","milano ag. presso aeronautica mil. i reg",9.16806775898599,45.5333510504361,"+39 303 82478973",false
2002.1799,"banca commerciale italiana","milano ag. presso rizzoli editore spa",9.198928657546814,45.39357724039904,"+39 303 82478973",false
2008.1600,"unicredit spa","milano cordusio",9.158688166056539,45.534983977134836,"+39 961 4403833",true
2008.1601,"unicredit spa","milano mecenate",9.263574929595435,45.39604040119178,"+39 961 4403833",true
2008.1602,"unicredit spa","milano corso italia",9.087514927538374,45.423103015462374,"+39 961 4403833",true
2008.1603,"unicredit spa","milano missori",9.0544752844157,45.49079381865315,"+39 961 4403833",true
2008.1604,"unicredit spa","milano s.gottardo",9.144353813459611,45.47073767953693,"+39 961 4403833",true
2008.1606,"unicredit spa","milano corso vercelli",9.116012562035413,45.40578029778981,"+39 961 4403833",true
2008.1608,"unicredit spa","milano ornato",9.05205690620937,45.514406209847905,"+39 961 4403833",true
2008.1610,"unicredit spa","milano modestino",9.050180491670613,45.41422022401192,"+39 961 4403833",true
2008.1611,"unicredit spa","milano moscova",9.18724420868437,45.42400007056482,"+39 961 4403833",true
2008.1612,"unicredit spa","milano porta romana c",9.247453059872084,45.47318405970206,"+39 961 4403833",true
2008.1613,"unicredit spa","milano porta romana a",9.262858324422478,45.50252880109085,"+39 961 4403833",true
2008.1614,"unicredit spa","milano corso buenos aires",9.048052022424873,45.391886299894345,"+39 961 4403833",true
2008.1615,"unicredit spa","milano frattini",9.048938733460194,45.464622649560546,"+39 961 4403833",true
2008.1616,"unicredit spa","milano carrobbio",9.174112158517165,45.521310958239944,"+39 961 4403833",true
2008.1617,"unicredit spa","milano amadeo",9.240960715851603,45.52965159477989,"+39 961 4403833",true
2008.1618,"unicredit spa","milano s.babila",9.078102728423357,45.51118162825106,"+39 961 4403833",true
2008.1619,"unicredit spa","milano carlo farini",9.245627201392175,45.403739926834,"+39 961 4403833",true
2008.1620,"unicredit spa","milano concordia",9.200834315979597,45.39781932730202,"+39 961 4403833",true
2008.1621,"unicredit spa","milano donegani",9.118518084714216,45.471139490533254,"+39 961 4403833",true
2008.1622,"unicredit spa","milano loreto",9.230812668520501,45.53431279926956,"+39 961 4403833",true
2008.1623,"unicredit spa","milano stradella",9.225465729150176,45.44137149163173,"+39 961 4403833",true
2008.1624,"unicredit spa","milano xxii marzo",9.227642216657037,45.52200616808973,"+39 961 4403833",true
2008.1625,"unicredit spa","milano porta vittoria",9.24112048231422,45.48171335093124,"+39 961 4403833",true
2008.1626,"unicredit spa","milano ricciarelli",9.138516597473425,45.3920143357402,"+39 961 4403833",true
2008.1627,"unicredit spa","milano gramsci",9.25444561011664,45.483889442661365,"+39 961 4403833",true
2008.1628,"unicredit spa","milano cadorna",9.181484446199269,45.42251859838151,"+39 961 4403833",true
2008.1629,"unicredit spa","milano torriani",9.068272705032077,45.47247002221443,"+39 961 4403833",true
2008.1631,"unicredit spa","milano viale molise",9.118439719333278,45.407952400490444,"+39 961 4403833",true
2008.1632,"unicredit spa","milano piazza piemonte",9.273286876903954,45.43564391267251,"+39 961 4403833",true
2008.1633,"unicredit spa","milano precotto",9.239043432852457,45.531472409147256,"+39 961 4403833",true
2008.1634,"unicredit spa","milano piazza firenze",9.160789979480034,45.51647883231294,"+39 961 4403833",true
2008.1635,"unicredit spa","milano bausan",9.197824896287887,45.462430552909446,"+39 961 4403833",true
2008.1636,"unicredit spa","milano certosa c",9.251929251678042,45.41280851438441,"+39 961 4403833",true
2008.1637,"unicredit spa","milano corso lodi",9.052577408629466,45.52458184758889,"+39 961 4403833",true
2008.1639,"unicredit spa","milano istria",9.094229153058851,45.44114327508241,"+39 961 4403833",true
2008.1640,"unicredit spa","milano via padova b",9.04682267264729,45.45866754835799,"+39 961 4403833",true
2008.1641,"unicredit spa","milano pola",9.274792498855968,45.529555502787744,"+39 961 4403833",true
2008.1642,"unicredit spa","milano piazza udine",9.134752498176802,45.44256935112682,"+39 961 4403833",true
2008.1643,"unicredit spa","milano baggio",9.260829696795621,45.497019965070734,"+39 961 4403833",true
2008.1645,"unicredit spa","milano cagliero",9.108903738418984,45.51016650407872,"+39 961 4403833",true
2008.1646,"unicredit spa","milano chiaradia",9.129089497504106,45.4760357188274,"+39 961 4403833",true
2008.1650,"unicredit spa","milano quarto oggiaro",9.162191492820494,45.513580244220506,"+39 961 4403833",true
2008.1652,"unicredit spa","milano viale cermenate",9.06794043047804,45.46465231455025,"+39 961 4403833",true
2008.1661,"unicredit spa","milano vittor pisani",9.234894993515946,45.39378378193452,"+39 961 4403833",true
2008.1662,"unicredit spa","milano washington",9.058305193008202,45.51090596473055,"+39 961 4403833",true
2008.1663,"unicredit spa","milano certosa a",9.217998662502717,45.51665546053132,"+39 961 4403833",true
2008.1664,"unicredit spa","milano rembrandt",9.087080641321394,45.475823465188036,"+39 961 4403833",true
2008.1669,"unicredit spa","milano casoretto",9.124819627177924,45.49544735423409,"+39 961 4403833",true
2008.1671,"unicredit spa","milano richard",9.254383140828374,45.444683431348196,"+39 961 4403833",true
2008.1672,"unicredit spa","milano viale umbria",9.095824993618175,45.502765193056604,"+39 961 4403833",true
2008.1673,"unicredit spa","milano piazza napoli",9.136402601071431,45.44611555310601,"+39 961 4403833",true
2008.1679,"unicredit spa","milano giusti",9.137427700716376,45.52353271800626,"+39 961 4403833",true
2008.1681,"unicredit spa","milano corradino d'ascanio",9.196991711552144,45.492447528029956,"+39 961 4403833",true
2008.1683,"unicredit spa","milano california",9.065765764078096,45.41097651863815,"+39 961 4403833",true
2008.1700,"unicredit spa","milano jenner",9.148454014863836,45.4320091799705,"+39 961 4403833",true
2008.1702,"unicredit spa","milano estero",9.149380521375267,45.418695332160624,"+39 961 4403833",true
2008.1707,"unicredit spa","milano centro ass/eff - riserva 1 - piaz",9.131202848577448,45.39721512996537,"+39 961 4403833",true
2008.1730,"unicredit spa","milano corso sempione",9.200698771972617,45.504715932380115,"+39 961 4403833",true
2008.1733,"unicredit spa","milano del lauro",9.204386750750388,45.43432167091909,"+39 961 4403833",true
2008.1737,"unicredit spa","milano santa margherita a",9.163636428252952,45.39822480602824,"+39 961 4403833",true
2008.1740,"unicredit spa","milano treves",9.208908214247101,45.46726115376235,"+39 961 4403833",true
2008.1743,"unicredit spa","milano fusina",9.10886357966212,45.47565579153122,"+39 961 4403833",true
2008.1746,"unicredit spa","milano ponzio",9.117640573306364,45.47183181917484,"+39 961 4403833",true
2008.1748,"unicredit spa","milano  pianell",9.099634485684334,45.45277815516663,"+39 961 4403833",true
2008.1749,"unicredit spa","milano plinio",9.13247884061653,45.42326448834489,"+39 961 4403833",true
2008.1752,"unicredit spa","milano astesani",9.112165431304733,45.50129106128615,"+39 961 4403833",true
2008.1753,"unicredit spa","milano viale lucania",9.063187841719717,45.45744798603182,"+39 961 4403833",true
2008.1755,"unicredit spa","milano via meda",9.0694609674699,45.427412762960934,"+39 961 4403833",true
2008.1757,"unicredit spa","milano viale monza  c",9.234667404602998,45.514319650884495,"+39 961 4403833",true
2008.1760,"unicredit spa","milano piazza meda",9.16374756033125,45.41723520471237,"+39 961 4403833",true
2008.1766,"unicredit spa","milano caterina da forli'",9.25486799887806,45.39568242701904,"+39 961 4403833",true
2008.1767,"unicredit spa","milano buonarroti",9.187613313437492,45.51016319386608,"+39 961 4403833",true
2008.1774,"unicredit spa","milano cristoforo colombo",9.178317002387065,45.518143569936214,"+39 961 4403833",true
2008.1775,"unicredit spa","milano edison",9.225083088976904,45.533103197248806,"+39 961 4403833",true
2008.1778,"unicredit spa","milano via padova  a",9.164658525492237,45.50394936728769,"+39 961 4403833",true
2008.1779,"unicredit spa","milano melozzo da forli'",9.084676649221365,45.507945074487594,"+39 961 4403833",true
2008.1781,"unicredit spa","milano montenero",9.128558887664198,45.435005777059,"+39 961 4403833",true
2008.9401,"unicredit spa","milano vittoria colonna",9.043218350455572,45.42491809948783,"+39 961 4403833",true
2008.9403,"unicredit spa","milano dateo",9.054013188578374,45.49032519274505,"+39 961 4403833",true
2008.9408,"unicredit spa","milano bligny",9.220826035834035,45.44611217136999,"+39 961 4403833",true
2008.9420,"unicredit spa","milano duomo",9.098440392580637,45.40266594811365,"+39 961 4403833",true
2008.9423,"unicredit spa","milano san protaso",9.15590531737601,45.429856740851164,"+39 961 4403833",true
2008.9427,"unicredit spa","milano tiziano",9.21874927397755,45.4210694827708,"+39 961 4403833",true
2008.9429,"unicredit spa","milano centro",9.268421000820638,45.51365273449042,"+39 961 4403833",true
2008.9433,"unicredit spa","milano porta romana",9.090542618248554,45.49639840447907,"+39 961 4403833",true
2008.9448,"unicredit spa","milano garibaldi",9.25103480661183,45.40150228008381,"+39 961 4403833",true
2008.9455,"unicredit spa","milano freguglia",9.066541061488168,45.4454861614169,"+39 961 4403833",true
2008.9470,"unicredit spa","milano gae aulenti",9.126783098019422,45.46086018560366,"+39 961 4403833",true
2008.9471,"unicredit spa","milano navigli",9.23616849066263,45.52851774567079,"+39 961 4403833",true
3001.1600,"banco ambrosiano veneto s.p.a.","milano alla scala",9.206849841422928,45.39622938778926,"+39 601 79 81 8080",true
3001.1614,"banco ambrosiano veneto s.p.a.","milano gorla",9.244084322505348,45.393334746523735,"+39 601 79 81 8080",true
3001.1619,"banco ambrosiano veneto s.p.a.","milano via lorenteggio, 70",9.231562204964108,45.460148574094134,"+39 601 79 81 8080",true
3001.1620,"banco ambrosiano veneto s.p.a.","milano corso sempione, 50",9.115472205777294,45.473945041590355,"+39 601 79 81 8080",true
