timestamp,buyer,seller,component,qty,price,traced,eventType
483899,l146,X5,c1,87497,3.02,True,NOTINVOLVED_PURCHASE
488865,l49,X3,c6,42117,9.82,True,NOTINVOLVED_PURCHASE
490231,l125,X6,c2,115317,8.02,True,NOTINVOLVED_PURCHASE
492715,l145,X3,c1,36801,2.41,True,NOTINVOLVED_PURCHASE
492953,l140,X1,c6,31342,3.83,True,NOTINVOLVED_PURCHASE
499604,l9,X3,c1,62941,2.7,True,NOTINVOLVED_PURCHASE
515711,l3,X6,c1,83814,3.83,True,NOTINVOLVED_PURCHASE
518170,A1,X6,c2,73007,8.84,True,NORMAL_PURCHASE
518637,l112,X1,c5,76774,14.76,True,NOTINVOLVED_PURCHASE
525024,l76,X5,c4,44738,6.05,True,NOTINVOLVED_PURCHASE
531033,l4,X2,c6,78972,2.75,True,NOTINVOLVED_PURCHASE
533851,l69,X6,c1,34980,2.39,True,NOTINVOLVED_PURCHASE
539771,l88,X0,c4,109092,6.42,True,NOTINVOLVED_PURCHASE
543436,l6,X6,c1,96719,2.23,True,NOTINVOLVED_PURCHASE
549184,l11,X3,c6,72434,3.82,True,NOTINVOLVED_PURCHASE
549959,l62,X6,c4,44925,13.51,True,NOTINVOLVED_PURCHASE
556255,l131,X4,c1,74624,3.45,True,NOTINVOLVED_PURCHASE
556275,l84,X6,c1,44148,3.04,True,NOTINVOLVED_PURCHASE
558258,l67,X2,c1,41775,2.64,True,NOTINVOLVED_PURCHASE
560369,l155,X6,c2,107112,9.05,True,NOTINVOLVED_PURCHASE
562051,l82,X1,c6,79660,7.95,True,NOTINVOLVED_PURCHASE
564190,l47,X0,c5,60765,10.06,True,NOTINVOLVED_PURCHASE
565976,l97,X5,c1,35169,2.49,True,NOTINVOLVED_PURCHASE
569173,l119,X4,c4,104998,4.84,True,NOTINVOLVED_PURCHASE
579181,l102,X3,c6,59224,3.37,True,NOTINVOLVED_PURCHASE
582145,l31,X1,c5,98249,6.54,True,NOTINVOLVED_PURCHASE
584866,l133,X2,c6,56981,2.82,True,NOTINVOLVED_PURCHASE
585520,l18,X5,c4,118935,11.78,True,NOTINVOLVED_PURCHASE
585728,l98,X3,c6,78008,3.93,True,NOTINVOLVED_PURCHASE
586032,l34,X4,c1,110774,3.96,True,NOTINVOLVED_PURCHASE
586979,a5,x3,c6,78942,4.45,False,SHADOW_PURCHASE2
587451,l50,X1,c5,117515,24.78,True,NOTINVOLVED_PURCHASE
594985,A2,X3,c6,67847,3.78,True,NORMAL_PURCHASE
595044,l129,X3,c1,87795,3.77,True,NOTINVOLVED_PURCHASE
595486,l124,X0,c5,93140,11.16,True,NOTINVOLVED_PURCHASE
607663,l33,X5,c1,72740,2.01,True,NOTINVOLVED_PURCHASE
613424,l95,X3,c1,82534,2.38,True,NOTINVOLVED_PURCHASE
614810,l30,X0,c5,61209,22.0,True,NOTINVOLVED_PURCHASE
619586,l159,X3,c6,51671,8.81,True,NOTINVOLVED_PURCHASE
632517,l2,X1,c5,107389,21.76,True,NOTINVOLVED_PURCHASE
632852,l149,X2,c5,73437,6.42,True,NOTINVOLVED_PURCHASE
635020,l52,X2,c1,42087,2.0,True,NOTINVOLVED_PURCHASE
642821,l143,X0,c5,41315,23.68,True,NOTINVOLVED_PURCHASE
642833,l0,X2,c1,81975,2.39,True,NOTINVOLVED_PURCHASE
642940,l128,X2,c5,61749,7.48,True,NOTINVOLVED_PURCHASE
643317,l106,X3,c1,65459,2.29,True,NOTINVOLVED_PURCHASE
646375,l7,X0,c1,39075,3.53,True,NOTINVOLVED_PURCHASE
647448,l115,X0,c4,57638,14.52,True,NOTINVOLVED_PURCHASE
648888,l5,X2,c6,36275,10.58,True,NOTINVOLVED_PURCHASE
650182,l46,X6,c1,95505,2.14,True,NOTINVOLVED_PURCHASE
661590,l87,X3,c6,76979,3.14,True,NOTINVOLVED_PURCHASE
666130,l141,X2,c1,111543,3.14,True,NOTINVOLVED_PURCHASE
666231,l24,X3,c6,98846,5.41,True,NOTINVOLVED_PURCHASE
667781,l68,X0,c5,66130,12.53,True,NOTINVOLVED_PURCHASE
669877,l29,X0,c4,95380,14.96,True,NOTINVOLVED_PURCHASE
672336,l137,X1,c6,37109,8.99,True,NOTINVOLVED_PURCHASE
673397,l39,X4,c2,116190,6.18,True,NOTINVOLVED_PURCHASE
676483,A6,X4,c2,58447,5.56,True,NORMAL_PURCHASE
679199,l25,X4,c4,75236,9.67,True,NOTINVOLVED_PURCHASE
681629,l132,X1,c6,79460,5.99,True,NOTINVOLVED_PURCHASE
681703,l94,X1,c5,72143,25.62,True,NOTINVOLVED_PURCHASE
686225,l151,X5,c1,62584,3.77,True,NOTINVOLVED_PURCHASE
690275,l92,X4,c2,52001,10.61,True,NOTINVOLVED_PURCHASE
693418,l74,X1,c5,60132,20.73,True,NOTINVOLVED_PURCHASE
694246,l86,X0,c3,118661,3.52,True,NOTINVOLVED_PURCHASE
703899,l27,X1,c5,104022,17.08,True,NOTINVOLVED_PURCHASE
711575,l32,X4,c6,66014,9.23,True,NOTINVOLVED_PURCHASE
719655,l80,X0,c1,66430,3.95,True,NOTINVOLVED_PURCHASE
720387,l10,X4,c6,80737,7.19,True,NOTINVOLVED_PURCHASE
721532,l71,X5,c1,43100,2.47,True,NOTINVOLVED_PURCHASE
729061,l130,X3,c6,64128,10.02,True,NOTINVOLVED_PURCHASE
729986,l53,X3,c1,63557,3.75,True,NOTINVOLVED_PURCHASE
732305,l122,X3,c1,88536,2.55,True,NOTINVOLVED_PURCHASE
743545,l150,X4,c4,99581,7.55,True,NOTINVOLVED_PURCHASE
749903,l38,X0,c4,54585,6.89,True,NOTINVOLVED_PURCHASE
750763,l96,X3,c6,42424,6.55,True,NOTINVOLVED_PURCHASE
752817,l105,X5,c1,49257,2.0,True,NOTINVOLVED_PURCHASE
753346,l153,X0,c1,59228,2.66,True,NOTINVOLVED_PURCHASE
756361,l54,X2,c5,66294,14.91,True,NOTINVOLVED_PURCHASE
756489,l144,X4,c6,47690,6.22,True,NOTINVOLVED_PURCHASE
760449,l51,X4,c4,106243,15.47,True,NOTINVOLVED_PURCHASE
766994,l121,X1,c5,113697,22.2,True,NOTINVOLVED_PURCHASE
767171,l99,X6,c2,66039,4.58,True,NOTINVOLVED_PURCHASE
767492,l158,X4,c6,57030,2.74,True,NOTINVOLVED_PURCHASE
768470,l21,X6,c1,70042,1.99,True,NOTINVOLVED_PURCHASE
768591,l81,X1,c6,66352,7.53,True,NOTINVOLVED_PURCHASE
768698,A0,X4,c4,87123,15.16,True,NORMAL_PURCHASE
777643,l90,X1,c5,71706,19.99,True,NOTINVOLVED_PURCHASE
780136,l117,X1,c6,97943,10.69,True,NOTINVOLVED_PURCHASE
782217,l14,X0,c4,66384,9.19,True,NOTINVOLVED_PURCHASE
784388,l157,X6,c4,117976,8.51,True,NOTINVOLVED_PURCHASE
788747,l13,X3,c6,94581,5.12,True,NOTINVOLVED_PURCHASE
795111,l61,X1,c6,32218,4.22,True,NOTINVOLVED_PURCHASE
802549,l55,X6,c4,76909,14.54,True,NOTINVOLVED_PURCHASE
804401,l17,X6,c1,46033,3.21,True,NOTINVOLVED_PURCHASE
808829,l113,X0,c1,49678,3.61,True,NOTINVOLVED_PURCHASE
809195,l75,X3,c1,101963,3.03,True,NOTINVOLVED_PURCHASE
821910,l152,X5,c1,48301,3.21,True,NOTINVOLVED_PURCHASE
831389,l156,X5,c4,93728,6.64,True,NOTINVOLVED_PURCHASE
835182,l65,X4,c4,39086,15.02,True,NOTINVOLVED_PURCHASE
835790,l35,X0,c3,98864,2.08,True,NOTINVOLVED_PURCHASE
838020,l134,X3,c1,86886,2.36,True,NOTINVOLVED_PURCHASE
841184,l56,X0,c5,55944,22.23,True,NOTINVOLVED_PURCHASE
846279,l77,X4,c6,32891,8.03,True,NOTINVOLVED_PURCHASE
846799,l19,X6,c5,82131,16.62,True,NOTINVOLVED_PURCHASE
847810,x3,X2,c6,78942,2.16,True,SHADOW_PURCHASE3
850359,l20,X2,c6,72531,6.02,True,NOTINVOLVED_PURCHASE
851172,l15,X5,c1,82516,3.66,True,NOTINVOLVED_PURCHASE
851524,l44,X3,c6,72359,3.49,True,NOTINVOLVED_PURCHASE
854479,l111,X0,c5,34658,23.83,True,NOTINVOLVED_PURCHASE
856041,l91,X3,c1,53019,3.4,True,NOTINVOLVED_PURCHASE
857379,l93,X2,c1,104949,3.14,True,NOTINVOLVED_PURCHASE
857407,l136,X2,c5,34567,16.25,True,NOTINVOLVED_PURCHASE
858972,l23,X3,c6,65784,9.87,True,NOTINVOLVED_PURCHASE
863898,l28,X1,c5,89629,23.33,True,NOTINVOLVED_PURCHASE
871300,l135,X2,c1,44438,3.65,True,NOTINVOLVED_PURCHASE
872860,l41,X2,c5,102407,20.59,True,NOTINVOLVED_PURCHASE
874033,l126,X3,c6,100575,3.79,True,NOTINVOLVED_PURCHASE
878876,l116,X4,c1,63478,2.0,True,NOTINVOLVED_PURCHASE
880407,l89,X4,c2,84294,5.38,True,NOTINVOLVED_PURCHASE
885025,l83,X4,c6,112698,10.29,True,NOTINVOLVED_PURCHASE
888124,A7,X4,c2,56686,8.81,True,NORMAL_PURCHASE
891053,l26,X2,c1,107215,3.31,True,NOTINVOLVED_PURCHASE
894893,l79,X2,c1,69682,2.12,True,NOTINVOLVED_PURCHASE
895535,l148,X4,c1,48447,3.54,True,NOTINVOLVED_PURCHASE
899489,l120,X0,c5,72171,10.67,True,NOTINVOLVED_PURCHASE
899934,l40,X0,c3,31541,4.55,True,NOTINVOLVED_PURCHASE
2750642,l154,X5,c4,33855,7.44,True,NOTINVOLVED_PURCHASE
2811936,l66,X2,c6,59724,10.2,True,NOTINVOLVED_PURCHASE
2832679,A5,a0,c6,113371,9.64,True,SHADOW_PURCHASE1
2843878,l103,X5,c4,78620,16.46,True,NOTINVOLVED_PURCHASE
2848870,l8,X6,c5,52031,19.66,True,NOTINVOLVED_PURCHASE
2850335,l45,X6,c1,33279,2.97,True,NOTINVOLVED_PURCHASE
2852415,l48,X0,c4,84956,13.67,True,NOTINVOLVED_PURCHASE
2861068,l146,X2,c1,90281,2.76,True,NOTINVOLVED_PURCHASE
2865647,l1,X1,c6,58041,4.37,True,NOTINVOLVED_PURCHASE
2869681,l101,X1,c5,85071,17.38,True,NOTINVOLVED_PURCHASE
2890109,l36,X3,c6,81712,7.9,True,NOTINVOLVED_PURCHASE
2915387,l114,X2,c1,60881,2.91,True,NOTINVOLVED_PURCHASE
2918927,l147,X2,c5,114183,15.92,True,NOTINVOLVED_PURCHASE
2919284,l64,X2,c5,72865,17.6,True,NOTINVOLVED_PURCHASE
2923056,l62,X0,c5,33540,10.23,True,NOTINVOLVED_PURCHASE
2934492,l9,X4,c1,106029,2.75,True,NOTINVOLVED_PURCHASE
2936535,l69,X4,c1,117148,3.19,True,NOTINVOLVED_PURCHASE
2952617,l11,X4,c6,42373,9.87,True,NOTINVOLVED_PURCHASE
2957673,l59,X2,c6,72768,3.67,True,NOTINVOLVED_PURCHASE
2958351,l133,X1,c5,65440,11.77,True,NOTINVOLVED_PURCHASE
2959220,l139,X4,c2,112304,11.38,True,NOTINVOLVED_PURCHASE
2976140,l138,X2,c6,95215,3.49,True,NOTINVOLVED_PURCHASE
2989959,l104,X2,c1,50159,3.59,True,NOTINVOLVED_PURCHASE
2998919,l82,X1,c6,83167,4.35,True,NOTINVOLVED_PURCHASE
3002228,l123,X6,c2,70807,8.85,True,NOTINVOLVED_PURCHASE
3005682,l155,X4,c6,64463,4.38,True,NOTINVOLVED_PURCHASE
3009803,l131,X2,c6,41853,10.1,True,NOTINVOLVED_PURCHASE
3015239,l72,X6,c4,62806,14.62,True,NOTINVOLVED_PURCHASE
3029710,l78,X4,c6,44069,6.98,True,NOTINVOLVED_PURCHASE
3029975,l129,X3,c1,97972,3.34,True,NOTINVOLVED_PURCHASE
3039345,l16,X1,c5,104173,23.25,True,NOTINVOLVED_PURCHASE
3045554,l24,X6,c5,106706,12.11,True,NOTINVOLVED_PURCHASE
3057242,l142,X0,c1,64946,3.39,True,NOTINVOLVED_PURCHASE
3074968,l52,X4,c6,30270,6.46,True,NOTINVOLVED_PURCHASE
3075437,l119,X6,c4,86203,8.38,True,NOTINVOLVED_PURCHASE
3079126,l60,X0,c3,76959,5.72,True,NOTINVOLVED_PURCHASE
3083849,l110,X3,c1,49519,2.75,True,NOTINVOLVED_PURCHASE
3093347,l42,X4,c2,107585,10.2,True,NOTINVOLVED_PURCHASE
3093912,a0,x0,c6,113371,3.78,False,SHADOW_PURCHASE2
3094547,l10,X4,c4,89883,11.72,True,NOTINVOLVED_PURCHASE
3098542,l5,X3,c1,49782,3.36,True,NOTINVOLVED_PURCHASE
3105366,l87,X6,c4,59215,7.46,True,NOTINVOLVED_PURCHASE
3110095,l85,X4,c1,51370,3.77,True,NOTINVOLVED_PURCHASE
3110765,l124,X3,c1,55860,2.13,True,NOTINVOLVED_PURCHASE
3112275,l84,X3,c6,42090,6.77,True,NOTINVOLVED_PURCHASE
3119541,l37,X2,c1,69380,2.92,True,NOTINVOLVED_PURCHASE
3122109,l98,X2,c5,45425,18.62,True,NOTINVOLVED_PURCHASE
3125048,l109,X0,c1,70332,2.31,True,NOTINVOLVED_PURCHASE
3129601,l46,X1,c6,48502,8.64,True,NOTINVOLVED_PURCHASE
3132326,l107,X0,c3,35829,2.63,True,NOTINVOLVED_PURCHASE
3132847,l100,X1,c5,87136,8.08,True,NOTINVOLVED_PURCHASE
3136527,l39,X6,c1,93880,3.33,True,NOTINVOLVED_PURCHASE
3138732,l63,X0,c1,76609,2.16,True,NOTINVOLVED_PURCHASE
3140694,l73,X6,c5,116614,22.48,True,NOTINVOLVED_PURCHASE
3142658,l86,X5,c1,58609,3.19,True,NOTINVOLVED_PURCHASE
3150877,l151,X5,c1,47428,3.5,True,NOTINVOLVED_PURCHASE
3159386,l108,X4,c6,58713,5.95,True,NOTINVOLVED_PURCHASE
3164170,l141,X1,c5,105490,6.66,True,NOTINVOLVED_PURCHASE
3168458,l70,X6,c1,55963,2.25,True,NOTINVOLVED_PURCHASE
3169124,l2,X1,c5,64815,8.96,True,NOTINVOLVED_PURCHASE
3180308,l88,X4,c6,63125,10.23,True,NOTINVOLVED_PURCHASE
3182692,A0,X0,c4,90989,13.22,True,NORMAL_PURCHASE
3183641,l137,X0,c1,93642,3.27,True,NOTINVOLVED_PURCHASE
3201256,A3,X1,c5,64682,10.82,True,NORMAL_PURCHASE
3204524,l6,X0,c4,59202,15.75,True,NOTINVOLVED_PURCHASE
3214528,l18,X2,c6,92575,9.12,True,NOTINVOLVED_PURCHASE
3216249,l43,X5,c4,116539,11.8,True,NOTINVOLVED_PURCHASE
3217762,l150,X1,c6,81452,7.39,True,NOTINVOLVED_PURCHASE
3219016,l102,X4,c6,72779,4.03,True,NOTINVOLVED_PURCHASE
3220111,l75,X3,c6,85795,9.39,True,NOTINVOLVED_PURCHASE
3220553,l65,X6,c5,100037,22.96,True,NOTINVOLVED_PURCHASE
3225974,l106,X0,c4,114092,13.36,True,NOTINVOLVED_PURCHASE
3227634,l113,X1,c5,88784,21.04,True,NOTINVOLVED_PURCHASE
3228796,l118,X3,c6,40741,10.69,True,NOTINVOLVED_PURCHASE
3229038,l111,X2,c1,41039,2.17,True,NOTINVOLVED_PURCHASE
3238745,l115,X1,c6,38233,4.78,True,NOTINVOLVED_PURCHASE
3241972,l127,X4,c1,100267,2.64,True,NOTINVOLVED_PURCHASE
3250466,l57,X1,c6,101973,4.89,True,NOTINVOLVED_PURCHASE
3251195,l58,X4,c4,97600,7.4,True,NOTINVOLVED_PURCHASE
3251611,l81,X2,c6,84253,9.14,True,NOTINVOLVED_PURCHASE
3257454,l44,X3,c1,61078,2.8,True,NOTINVOLVED_PURCHASE
3273752,l20,X4,c6,111654,5.65,True,NOTINVOLVED_PURCHASE
3277489,l27,X4,c1,95378,2.6,True,NOTINVOLVED_PURCHASE
3277618,l116,X4,c2,48208,9.72,True,NOTINVOLVED_PURCHASE
3279391,l105,X5,c4,101973,13.55,True,NOTINVOLVED_PURCHASE
3283201,l140,X5,c1,58832,2.63,True,NOTINVOLVED_PURCHASE
3283208,l61,X1,c5,94199,17.48,True,NOTINVOLVED_PURCHASE
3288445,l55,X6,c1,80103,3.31,True,NOTINVOLVED_PURCHASE
3290855,l95,X0,c4,75678,9.66,True,NOTINVOLVED_PURCHASE
3292619,l49,X6,c1,32724,3.6,True,NOTINVOLVED_PURCHASE
3295024,l25,X0,c4,41775,16.12,True,NOTINVOLVED_PURCHASE
3301965,l130,X5,c1,46526,2.84,True,NOTINVOLVED_PURCHASE
3305082,l143,X0,c4,114062,9.84,True,NOTINVOLVED_PURCHASE
3308421,l112,X4,c1,31286,2.74,True,NOTINVOLVED_PURCHASE
3309030,l53,X1,c6,104189,7.08,True,NOTINVOLVED_PURCHASE
3311126,l91,X4,c1,79827,2.9,True,NOTINVOLVED_PURCHASE
3313619,l134,X3,c1,105118,3.94,True,NOTINVOLVED_PURCHASE
3314760,l125,X3,c1,65031,3.17,True,NOTINVOLVED_PURCHASE
3314866,l12,X6,c5,96685,21.93,True,NOTINVOLVED_PURCHASE
3317169,l132,X6,c1,50045,2.37,True,NOTINVOLVED_PURCHASE
3327380,l4,X2,c6,31442,4.96,True,NOTINVOLVED_PURCHASE
3327421,l3,X4,c4,43699,14.76,True,NOTINVOLVED_PURCHASE
3327692,l22,X0,c1,77643,3.95,True,NOTINVOLVED_PURCHASE
3335139,l0,X4,c1,38360,2.95,True,NOTINVOLVED_PURCHASE
3337180,l120,X4,c2,101608,10.11,True,NOTINVOLVED_PURCHASE
3342501,l34,X3,c1,47704,3.16,True,NOTINVOLVED_PURCHASE
3344040,l145,X3,c6,84035,5.56,True,NOTINVOLVED_PURCHASE
3348419,l29,X2,c1,66362,2.09,True,NOTINVOLVED_PURCHASE
3348855,l128,X2,c1,107590,2.95,True,NOTINVOLVED_PURCHASE
3349857,A4,a2,c4,40760,12.81,True,SHADOW_PURCHASE1
3351091,l31,X3,c1,70382,3.18,True,NOTINVOLVED_PURCHASE
3357709,l15,X0,c1,67888,2.64,True,NOTINVOLVED_PURCHASE
3361795,x0,X4,c6,113371,2.02,True,SHADOW_PURCHASE3
3361977,l74,X2,c1,69391,3.69,True,NOTINVOLVED_PURCHASE
3363660,l50,X0,c4,74083,11.71,True,NOTINVOLVED_PURCHASE
3364222,l90,X5,c1,69971,3.36,True,NOTINVOLVED_PURCHASE
3365200,l76,X2,c6,36278,6.81,True,NOTINVOLVED_PURCHASE
3366863,l7,X5,c1,81727,2.96,True,NOTINVOLVED_PURCHASE
3368558,l77,X6,c2,30186,8.51,True,NOTINVOLVED_PURCHASE
3399047,l159,X3,c6,65448,7.06,True,NOTINVOLVED_PURCHASE
3400946,A1,a4,c1,31184,2.67,True,SHADOW_PURCHASE1
3407943,l67,X6,c2,110536,9.7,True,NOTINVOLVED_PURCHASE
3410748,l149,X2,c1,42342,2.61,True,NOTINVOLVED_PURCHASE
3413917,l93,X0,c1,41764,2.55,True,NOTINVOLVED_PURCHASE
3414029,l33,X4,c2,98748,10.37,True,NOTINVOLVED_PURCHASE
3416768,l121,X0,c1,44438,2.54,True,NOTINVOLVED_PURCHASE
3418081,A6,a4,c5,105021,10.13,True,SHADOW_PURCHASE1
3418807,l30,X2,c1,101059,2.07,True,NOTINVOLVED_PURCHASE
3426104,l156,X1,c5,81760,25.46,True,NOTINVOLVED_PURCHASE
3427915,l14,X2,c5,87875,17.18,True,NOTINVOLVED_PURCHASE
3430520,l117,X1,c5,117742,15.43,True,NOTINVOLVED_PURCHASE
3433925,l99,X5,c4,101583,16.14,True,NOTINVOLVED_PURCHASE
3437564,l122,X1,c6,81751,4.27,True,NOTINVOLVED_PURCHASE
3438936,A2,a3,c5,49158,23.98,True,SHADOW_PURCHASE1
3445878,l92,X4,c1,55685,2.23,True,NOTINVOLVED_PURCHASE
3448569,l47,X0,c1,110148,2.99,True,NOTINVOLVED_PURCHASE
3453246,l97,X5,c1,97562,3.81,True,NOTINVOLVED_PURCHASE
3453735,l136,X6,c2,114426,13.23,True,NOTINVOLVED_PURCHASE
3456448,l21,X5,c1,41267,3.24,True,NOTINVOLVED_PURCHASE
3466726,l94,X5,c1,69840,2.55,True,NOTINVOLVED_PURCHASE
3472237,l80,X6,c5,57146,14.33,True,NOTINVOLVED_PURCHASE
3485448,l68,X6,c1,114540,3.5,True,NOTINVOLVED_PURCHASE
3494241,l51,X6,c4,40181,10.47,True,NOTINVOLVED_PURCHASE
3504828,l28,X5,c4,52491,13.96,True,NOTINVOLVED_PURCHASE
3509496,l54,X6,c5,63715,14.65,True,NOTINVOLVED_PURCHASE
3516290,l35,X2,c1,90631,2.88,True,NOTINVOLVED_PURCHASE
3522454,l96,X0,c5,40475,18.04,True,NOTINVOLVED_PURCHASE
3533213,l83,X1,c6,93396,7.1,True,NOTINVOLVED_PURCHASE
3535704,l26,X2,c1,87134,2.69,True,NOTINVOLVED_PURCHASE
3539514,l17,X6,c2,46020,10.0,True,NOTINVOLVED_PURCHASE
3545546,l158,X4,c2,110019,10.33,True,NOTINVOLVED_PURCHASE
3550787,l32,X2,c1,44903,3.22,True,NOTINVOLVED_PURCHASE
3553128,l144,X0,c4,109219,12.98,True,NOTINVOLVED_PURCHASE
3562935,l56,X3,c1,68997,2.61,True,NOTINVOLVED_PURCHASE
3575151,l38,X0,c5,88884,24.67,True,NOTINVOLVED_PURCHASE
3575533,l152,X5,c4,70456,9.78,True,NOTINVOLVED_PURCHASE
3580491,l41,X2,c6,46660,3.06,True,NOTINVOLVED_PURCHASE
3584654,l135,X2,c1,81503,2.49,True,NOTINVOLVED_PURCHASE
3593416,a2,x1,c4,40760,6.21,False,SHADOW_PURCHASE2
3595780,l153,X2,c5,60472,7.36,True,NOTINVOLVED_PURCHASE
3598798,l126,X3,c6,54321,6.37,True,NOTINVOLVED_PURCHASE
3599380,l23,X1,c6,95425,9.65,True,NOTINVOLVED_PURCHASE
3602113,l71,X5,c1,96934,3.38,True,NOTINVOLVED_PURCHASE
3620353,l157,X4,c2,50281,12.28,True,NOTINVOLVED_PURCHASE
3630901,l79,X4,c2,114044,8.93,True,NOTINVOLVED_PURCHASE
3635008,a4,x5,c1,31184,2.46,False,SHADOW_PURCHASE2
3656900,A7,X6,c1,99168,3.04,True,NORMAL_PURCHASE
3668719,a4,x2,c5,105021,4.53,False,SHADOW_PURCHASE2
3676040,l13,X3,c1,81852,3.02,True,NOTINVOLVED_PURCHASE
3677633,l40,X5,c1,56012,3.67,True,NOTINVOLVED_PURCHASE
3684478,a3,x0,c5,49158,11.54,False,SHADOW_PURCHASE2
3687657,l19,X6,c4,113910,10.79,True,NOTINVOLVED_PURCHASE
3690288,l89,X3,c6,108307,5.57,True,NOTINVOLVED_PURCHASE
3691361,l148,X4,c2,69689,8.89,True,NOTINVOLVED_PURCHASE
3848632,x1,X4,c4,40760,3.03,True,SHADOW_PURCHASE3
3919173,x5,X0,c1,31184,1.29,True,SHADOW_PURCHASE3
3928608,x2,X6,c5,105021,2.82,True,SHADOW_PURCHASE3
3946632,x0,X2,c5,49158,4.92,True,SHADOW_PURCHASE3
5318908,l154,X5,c4,62076,13.57,True,NOTINVOLVED_PURCHASE
5360966,l36,X0,c1,75098,2.82,True,NOTINVOLVED_PURCHASE
5368276,l69,X6,c4,92958,10.5,True,NOTINVOLVED_PURCHASE
5368392,A5,a5,c5,104243,23.73,True,SHADOW_PURCHASE1
5411133,l114,X2,c1,33481,2.47,True,NOTINVOLVED_PURCHASE
5422026,l48,X0,c5,109321,26.53,True,NOTINVOLVED_PURCHASE
5432524,l11,X5,c4,55279,8.52,True,NOTINVOLVED_PURCHASE
5455274,l24,X1,c6,66112,6.31,True,NOTINVOLVED_PURCHASE
5485224,l8,X5,c1,87890,3.63,True,NOTINVOLVED_PURCHASE
5503551,l146,X5,c1,117128,2.44,True,NOTINVOLVED_PURCHASE
5505005,l138,X2,c1,38851,3.21,True,NOTINVOLVED_PURCHASE
5518674,l104,X2,c5,45753,17.65,True,NOTINVOLVED_PURCHASE
5519572,l142,X3,c6,112031,8.23,True,NOTINVOLVED_PURCHASE
5526220,l124,X0,c3,113566,3.85,True,NOTINVOLVED_PURCHASE
5537033,l72,X5,c1,105371,2.51,True,NOTINVOLVED_PURCHASE
5541417,l82,X0,c3,60493,5.58,True,NOTINVOLVED_PURCHASE
