timestamp,buyer,seller,component,qty,price,traced,eventType
6005653,l6,X5,c6,105463,9.01,True,NOTINVOLVED_PURCHASE
6036589,l23,X0,c4,67348,11.9,True,NOTINVOLVED_PURCHASE
6040708,l9,X4,c4,106067,6.89,True,NOTINVOLVED_PURCHASE
6044576,l0,X1,c1,65183,2.98,True,NOTINVOLVED_PURCHASE
6092120,x5,X1,c4,85639,7.39,True,SHADOW_PURCHASE3
6104284,l38,X5,c4,55810,7.52,True,NOTINVOLVED_PURCHASE
6129996,A3,a0,c2,35550,6.75,True,SHADOW_PURCHASE1
6136969,A7,X1,c3,111134,5.64,True,NORMAL_PURCHASE
6140398,l39,X2,c5,97888,18.92,True,NOTINVOLVED_PURCHASE
6148808,l17,X1,c4,41193,15.92,True,NOTINVOLVED_PURCHASE
6160015,l22,X2,c6,74022,6.08,True,NOTINVOLVED_PURCHASE
6176704,A1,X0,c4,59161,6.99,True,NORMAL_PURCHASE
6212923,l1,X4,c6,42262,3.62,True,NOTINVOLVED_PURCHASE
6217559,l8,X5,c6,117125,8.23,True,NOTINVOLVED_PURCHASE
6354676,l10,X6,c2,60825,6.62,True,NOTINVOLVED_PURCHASE
6372015,l16,X6,c6,88790,3.1,True,NOTINVOLVED_PURCHASE
6380188,l27,X4,c6,39303,9.39,True,NOTINVOLVED_PURCHASE
6398564,a0,x4,c2,35550,4.44,False,SHADOW_PURCHASE2
6673683,x4,X4,c2,35550,2.48,True,SHADOW_PURCHASE3
7988942,l37,X1,c3,41291,4.27,True,NOTINVOLVED_PURCHASE
8063467,l15,X5,c4,68465,7.25,True,NOTINVOLVED_PURCHASE
8064360,l13,X4,c2,94542,12.41,True,NOTINVOLVED_PURCHASE
8079121,l36,X5,c4,56178,12.67,True,NOTINVOLVED_PURCHASE
8096873,l32,X2,c6,84786,9.69,True,NOTINVOLVED_PURCHASE
8117045,l2,X0,c6,36696,4.85,True,NOTINVOLVED_PURCHASE
8130909,l25,X4,c6,38974,5.77,True,NOTINVOLVED_PURCHASE
8147530,l33,X1,c6,113194,7.29,True,NOTINVOLVED_PURCHASE
8179611,l35,X4,c4,110811,13.29,True,NOTINVOLVED_PURCHASE
8183944,l12,X0,c5,86127,26.51,True,NOTINVOLVED_PURCHASE
8249758,l20,X6,c6,51240,6.93,True,NOTINVOLVED_PURCHASE
8253526,A6,X1,c3,39733,5.7,True,NORMAL_PURCHASE
8277259,l29,X0,c6,103035,7.98,True,NOTINVOLVED_PURCHASE
8283162,A4,X6,c6,46980,7.08,True,NORMAL_PURCHASE
8284478,l18,X4,c5,50067,8.86,True,NOTINVOLVED_PURCHASE
8295997,A0,X2,c4,53144,8.45,True,NORMAL_PURCHASE
8311935,l19,X0,c1,43374,3.85,True,NOTINVOLVED_PURCHASE
8355993,l7,X1,c6,37564,5.65,True,NOTINVOLVED_PURCHASE
8366290,l3,X1,c3,67916,3.33,True,NOTINVOLVED_PURCHASE
8388055,l26,X1,c4,47433,8.69,True,NOTINVOLVED_PURCHASE
8415806,l11,X3,c1,83242,2.5,True,NOTINVOLVED_PURCHASE
8426164,l31,X4,c2,87229,3.63,True,NOTINVOLVED_PURCHASE
8437429,l4,X4,c5,67480,21.6,True,NOTINVOLVED_PURCHASE
8476338,A5,a1,c2,32702,10.2,True,SHADOW_PURCHASE1
8498754,l24,X3,c4,37731,15.39,True,NOTINVOLVED_PURCHASE
8526272,l21,X3,c1,31895,3.31,True,NOTINVOLVED_PURCHASE
8529847,l38,X3,c1,55071,3.0,True,NOTINVOLVED_PURCHASE
8536193,l0,X2,c1,108300,3.77,True,NOTINVOLVED_PURCHASE
8552921,A1,X0,c6,109021,5.09,True,NORMAL_PURCHASE
8563263,l34,X5,c6,51372,8.07,True,NOTINVOLVED_PURCHASE
8570285,l6,X1,c3,70952,5.41,True,NOTINVOLVED_PURCHASE
8573134,l28,X4,c5,72889,9.07,True,NOTINVOLVED_PURCHASE
8573439,l23,X0,c5,107703,8.59,True,NOTINVOLVED_PURCHASE
8610469,l5,X1,c4,116188,6.16,True,NOTINVOLVED_PURCHASE
8635532,l30,X0,c6,96607,10.07,True,NOTINVOLVED_PURCHASE
8661938,A7,a1,c6,94157,6.33,True,SHADOW_PURCHASE1
8665940,l17,X6,c2,82132,9.11,True,NOTINVOLVED_PURCHASE
8680570,l8,X3,c4,56763,15.16,True,NOTINVOLVED_PURCHASE
8714549,A2,X0,c1,38045,2.08,True,NORMAL_PURCHASE
8721941,l39,X4,c2,97132,11.59,True,NOTINVOLVED_PURCHASE
8730796,l10,X1,c3,56127,3.11,True,NOTINVOLVED_PURCHASE
8732476,a1,x1,c2,32702,8.48,False,SHADOW_PURCHASE2
8737588,l14,X6,c6,116593,5.14,True,NOTINVOLVED_PURCHASE
8826171,l9,X6,c6,62413,5.35,True,NOTINVOLVED_PURCHASE
8829152,l16,X3,c4,119723,10.57,True,NOTINVOLVED_PURCHASE
8869990,l1,X0,c5,98100,25.56,True,NOTINVOLVED_PURCHASE
8934717,a1,x2,c6,94157,3.06,False,SHADOW_PURCHASE2
8982084,x1,X4,c2,32702,4.29,True,SHADOW_PURCHASE3
8989911,l22,X5,c6,79872,3.02,True,NOTINVOLVED_PURCHASE
9000036,A3,X0,c5,106620,16.84,True,NORMAL_PURCHASE
9107139,l27,X3,c4,110231,9.48,True,NOTINVOLVED_PURCHASE
9184221,x2,X2,c6,94157,2.33,True,SHADOW_PURCHASE3
10529470,l13,X1,c3,83945,5.98,True,NOTINVOLVED_PURCHASE
10549411,l15,X4,c4,35356,5.37,True,NOTINVOLVED_PURCHASE
10682093,l29,X1,c3,91401,5.09,True,NOTINVOLVED_PURCHASE
10732405,l2,X3,c4,43038,6.92,True,NOTINVOLVED_PURCHASE
10738940,l18,X0,c5,92116,22.03,True,NOTINVOLVED_PURCHASE
10742388,l37,X6,c2,77046,4.27,True,NOTINVOLVED_PURCHASE
10771478,A0,a1,c4,86910,6.11,True,SHADOW_PURCHASE1
10818319,l32,X5,c6,105248,8.67,True,NOTINVOLVED_PURCHASE
10820100,l4,X4,c4,44410,8.67,True,NOTINVOLVED_PURCHASE
10861150,l36,X1,c6,49511,4.51,True,NOTINVOLVED_PURCHASE
10880622,l33,X2,c1,51831,3.02,True,NOTINVOLVED_PURCHASE
10896194,l25,X4,c2,87575,11.34,True,NOTINVOLVED_PURCHASE
10932702,A1,X1,c4,42369,7.94,True,NORMAL_PURCHASE
10938093,l19,X0,c4,93436,5.53,True,NOTINVOLVED_PURCHASE
10974381,l20,X6,c2,100389,6.22,True,NOTINVOLVED_PURCHASE
10976204,l7,X1,c3,100211,2.2,True,NOTINVOLVED_PURCHASE
11006346,l31,X2,c6,114673,9.17,True,NOTINVOLVED_PURCHASE
11007196,l12,X4,c4,58728,16.27,True,NOTINVOLVED_PURCHASE
11011276,l35,X3,c1,39182,3.92,True,NOTINVOLVED_PURCHASE
11041286,a1,x5,c4,86910,3.89,False,SHADOW_PURCHASE2
11049418,l21,X4,c4,65512,16.34,True,NOTINVOLVED_PURCHASE
11050219,l30,X1,c1,100310,3.1,True,NOTINVOLVED_PURCHASE
11093612,A2,a2,c6,45766,10.11,True,SHADOW_PURCHASE1
11095764,l17,X1,c6,43405,5.18,True,NOTINVOLVED_PURCHASE
11127354,l34,X1,c4,82765,7.57,True,NOTINVOLVED_PURCHASE
11137126,A4,a2,c3,68805,2.74,True,SHADOW_PURCHASE1
11139715,l24,X3,c4,81317,8.62,True,NOTINVOLVED_PURCHASE
11142230,A6,a2,c6,80931,5.03,True,SHADOW_PURCHASE1
11168966,l0,X6,c2,84476,7.09,True,NOTINVOLVED_PURCHASE
11175287,l11,X3,c4,64823,13.91,True,NOTINVOLVED_PURCHASE
11182532,l3,X5,c6,43560,6.26,True,NOTINVOLVED_PURCHASE
11184584,l28,X4,c5,109525,22.8,True,NOTINVOLVED_PURCHASE
11192044,A5,a4,c3,95053,4.81,True,SHADOW_PURCHASE1
11198980,l14,X3,c4,77811,13.04,True,NOTINVOLVED_PURCHASE
11245294,l6,X4,c2,67463,4.47,True,NOTINVOLVED_PURCHASE
11246077,l5,X5,c6,74037,3.26,True,NOTINVOLVED_PURCHASE
11265657,l8,X3,c4,78654,10.03,True,NOTINVOLVED_PURCHASE
11270106,l38,X4,c4,49435,14.82,True,NOTINVOLVED_PURCHASE
11272614,l26,X1,c6,118879,4.94,True,NOTINVOLVED_PURCHASE
11276067,x5,X4,c4,86910,2.05,True,SHADOW_PURCHASE3
11280103,l39,X4,c2,114880,7.99,True,NOTINVOLVED_PURCHASE
11333653,a2,x2,c6,45766,8.82,False,SHADOW_PURCHASE2
11359706,l9,X3,c1,116955,2.09,True,NOTINVOLVED_PURCHASE
11400864,l23,X5,c6,45681,9.27,True,NOTINVOLVED_PURCHASE
11406683,a2,x1,c6,80931,4.54,False,SHADOW_PURCHASE2
11411331,a2,x2,c3,68805,2.07,False,SHADOW_PURCHASE2
11429824,a4,x1,c3,95053,3.12,False,SHADOW_PURCHASE2
11442008,A7,X5,c6,62313,3.63,True,NORMAL_PURCHASE
11444307,A3,a0,c1,105120,3.21,True,SHADOW_PURCHASE1
11509160,l10,X1,c1,58825,3.03,True,NOTINVOLVED_PURCHASE
11514748,l27,X3,c4,85988,8.78,True,NOTINVOLVED_PURCHASE
11559792,l16,X3,c4,40451,13.89,True,NOTINVOLVED_PURCHASE
11596304,x2,X0,c6,45766,6.61,True,SHADOW_PURCHASE3
11629973,l22,X2,c5,49942,20.72,True,NOTINVOLVED_PURCHASE
11646963,x2,X1,c3,68805,1.09,True,SHADOW_PURCHASE3
11664015,x1,X2,c6,80931,3.68,True,SHADOW_PURCHASE3
11664554,l1,X0,c4,66064,15.63,True,NOTINVOLVED_PURCHASE
11670270,x1,X1,c3,95053,2.07,True,SHADOW_PURCHASE3
11702101,a0,x1,c1,105120,1.27,False,SHADOW_PURCHASE2
11965135,x1,X2,c1,105120,1.0,True,SHADOW_PURCHASE3
13074247,l13,X4,c2,107608,7.59,True,NOTINVOLVED_PURCHASE
13212890,l29,X1,c6,55738,6.88,True,NOTINVOLVED_PURCHASE
13214433,l2,X0,c5,71779,14.99,True,NOTINVOLVED_PURCHASE
13229791,l4,X4,c4,79394,7.73,True,NOTINVOLVED_PURCHASE
13276669,l18,X2,c5,88079,22.27,True,NOTINVOLVED_PURCHASE
13302664,l15,X4,c6,41765,5.54,True,NOTINVOLVED_PURCHASE
13383754,l36,X1,c4,78105,4.77,True,NOTINVOLVED_PURCHASE
13401447,A0,a5,c6,37543,8.94,True,SHADOW_PURCHASE1
13428310,l7,X0,c5,36514,22.74,True,NOTINVOLVED_PURCHASE
13451891,l32,X5,c6,89706,9.9,True,NOTINVOLVED_PURCHASE
13486621,l37,X1,c3,113880,2.4,True,NOTINVOLVED_PURCHASE
13489791,A2,X1,c6,48518,3.7,True,NORMAL_PURCHASE
13505471,A1,X2,c1,96121,2.34,True,NORMAL_PURCHASE
13522731,A6,X1,c1,88701,2.85,True,NORMAL_PURCHASE
13546288,l19,X5,c4,66675,15.4,True,NOTINVOLVED_PURCHASE
13552932,l34,X5,c6,98531,9.53,True,NOTINVOLVED_PURCHASE
13585371,l20,X2,c1,53157,3.73,True,NOTINVOLVED_PURCHASE
13601069,l25,X6,c6,34566,5.62,True,NOTINVOLVED_PURCHASE
13615723,l14,X3,c1,91589,2.37,True,NOTINVOLVED_PURCHASE
13660621,a5,x4,c6,37543,5.94,False,SHADOW_PURCHASE2
13675276,l33,X2,c4,117883,15.3,True,NOTINVOLVED_PURCHASE
13691840,l30,X0,c1,75354,3.96,True,NOTINVOLVED_PURCHASE
13719130,l28,X3,c1,97113,3.98,True,NOTINVOLVED_PURCHASE
13726377,l31,X1,c4,36578,10.18,True,NOTINVOLVED_PURCHASE
13733730,l21,X4,c5,48967,13.61,True,NOTINVOLVED_PURCHASE
13792497,A4,a5,c3,42853,2.89,True,SHADOW_PURCHASE1
13793467,l35,X0,c4,36224,11.12,True,NOTINVOLVED_PURCHASE
13802409,l5,X3,c1,31980,2.18,True,NOTINVOLVED_PURCHASE
13824256,l39,X6,c6,114947,4.03,True,NOTINVOLVED_PURCHASE
13846813,A3,a2,c1,59029,3.93,True,SHADOW_PURCHASE1
13860709,l24,X3,c4,67921,9.83,True,NOTINVOLVED_PURCHASE
13876251,l12,X0,c6,93909,8.5,True,NOTINVOLVED_PURCHASE
13905073,l11,X4,c5,113682,7.95,True,NOTINVOLVED_PURCHASE
13927332,x4,X2,c6,37543,3.28,True,SHADOW_PURCHASE3
13933953,l17,X5,c6,119590,7.23,True,NOTINVOLVED_PURCHASE
13939233,l9,X3,c4,91706,12.77,True,NOTINVOLVED_PURCHASE
13951259,l38,X6,c2,92758,11.65,True,NOTINVOLVED_PURCHASE
13973731,l8,X5,c4,46204,13.97,True,NOTINVOLVED_PURCHASE
13981631,l0,X1,c4,54719,12.6,True,NOTINVOLVED_PURCHASE
14036935,a5,x2,c3,42853,2.3,False,SHADOW_PURCHASE2
14048022,A5,a1,c2,81935,6.91,True,SHADOW_PURCHASE1
14065038,l3,X1,c1,74317,3.88,True,NOTINVOLVED_PURCHASE
14073962,l10,X0,c5,87082,23.88,True,NOTINVOLVED_PURCHASE
14090465,l26,X5,c6,110167,10.08,True,NOTINVOLVED_PURCHASE
14111858,l6,X4,c2,39963,9.09,True,NOTINVOLVED_PURCHASE
14129700,a2,x3,c1,59029,3.09,False,SHADOW_PURCHASE2
14149498,l23,X2,c4,53588,6.54,True,NOTINVOLVED_PURCHASE
14188858,A7,X1,c3,94289,2.75,True,NORMAL_PURCHASE
14195760,l27,X3,c4,100037,11.5,True,NOTINVOLVED_PURCHASE
14198520,l16,X3,c1,95816,2.04,True,NOTINVOLVED_PURCHASE
14258610,l1,X4,c4,60747,6.6,True,NOTINVOLVED_PURCHASE
14307326,x2,X1,c3,42853,1.45,True,SHADOW_PURCHASE3
14312937,a1,x2,c2,81935,4.12,False,SHADOW_PURCHASE2
14379186,x3,X3,c1,59029,2.01,True,SHADOW_PURCHASE3
14497377,l22,X5,c6,76159,4.95,True,NOTINVOLVED_PURCHASE
14589895,x2,X4,c2,81935,3.9,True,SHADOW_PURCHASE3
15500922,l13,X2,c6,105172,10.02,True,NOTINVOLVED_PURCHASE
15819009,l2,X5,c6,68953,3.39,True,NOTINVOLVED_PURCHASE
15819455,l4,X3,c4,59269,5.66,True,NOTINVOLVED_PURCHASE
15843274,A0,X3,c4,54365,15.84,True,NORMAL_PURCHASE
15936908,l18,X2,c1,32206,3.48,True,NOTINVOLVED_PURCHASE
15967957,l29,X2,c4,116773,5.12,True,NOTINVOLVED_PURCHASE
15970157,A2,X1,c4,65365,13.34,True,NORMAL_PURCHASE
16048069,A6,X5,c6,84173,5.21,True,NORMAL_PURCHASE
16083309,l33,X4,c5,73884,8.57,True,NOTINVOLVED_PURCHASE
16129850,l21,X4,c5,103090,14.98,True,NOTINVOLVED_PURCHASE
16154207,l36,X0,c4,59360,9.79,True,NOTINVOLVED_PURCHASE
16156768,l37,X0,c6,33544,7.37,True,NOTINVOLVED_PURCHASE
16160097,l15,X6,c6,35873,5.57,True,NOTINVOLVED_PURCHASE
16172866,l32,X6,c6,47603,3.93,True,NOTINVOLVED_PURCHASE
16183687,A1,X3,c1,85882,3.26,True,NORMAL_PURCHASE
16276816,l25,X6,c2,73376,8.03,True,NOTINVOLVED_PURCHASE
16286143,l11,X2,c1,35074,3.46,True,NOTINVOLVED_PURCHASE
16297951,l30,X1,c6,94771,7.82,True,NOTINVOLVED_PURCHASE
16304896,l7,X2,c1,80580,3.56,True,NOTINVOLVED_PURCHASE
16316793,l39,X1,c6,81032,5.98,True,NOTINVOLVED_PURCHASE
16317298,l31,X4,c4,45700,15.05,True,NOTINVOLVED_PURCHASE
16322732,l34,X5,c6,67218,6.99,True,NOTINVOLVED_PURCHASE
16352882,l19,X4,c6,80145,6.56,True,NOTINVOLVED_PURCHASE
16415406,l24,X6,c2,53856,6.01,True,NOTINVOLVED_PURCHASE
16437700,l28,X0,c1,89510,2.04,True,NOTINVOLVED_PURCHASE
16460552,l20,X0,c4,46527,7.24,True,NOTINVOLVED_PURCHASE
16485441,A5,a2,c6,47365,3.84,True,SHADOW_PURCHASE1
16494265,l14,X5,c6,75294,4.62,True,NOTINVOLVED_PURCHASE
16495620,l10,X0,c6,31599,8.45,True,NOTINVOLVED_PURCHASE
16518710,l12,X6,c6,82701,3.54,True,NOTINVOLVED_PURCHASE
16525195,l35,X3,c1,75281,2.68,True,NOTINVOLVED_PURCHASE
16526475,l17,X6,c2,84527,8.82,True,NOTINVOLVED_PURCHASE
16545494,A4,a1,c3,60985,2.72,True,SHADOW_PURCHASE1
16555785,l5,X0,c1,85698,2.83,True,NOTINVOLVED_PURCHASE
16565945,l26,X0,c6,41316,9.09,True,NOTINVOLVED_PURCHASE
16582598,l38,X3,c1,57716,2.37,True,NOTINVOLVED_PURCHASE
16594090,l9,X0,c5,45477,19.47,True,NOTINVOLVED_PURCHASE
16604859,l23,X0,c4,115490,14.74,True,NOTINVOLVED_PURCHASE
16612982,l8,X5,c4,74070,5.77,True,NOTINVOLVED_PURCHASE
16667688,A7,X1,c4,112679,14.27,True,NORMAL_PURCHASE
